participant_id,prolific_id,timestamp_iso,trial_index,block,trial_id,audio_file,audio_url,target_image,distractor_image,target_side,left_image,right_image,choice,choice_image,is_correct,reaction_time_ms,headphone_type,timestamp_iso,recognize,understand,meaning_match,msa_dialect,natural,dialect_best,dialect_second,understand_other,msa_instruction,msa_vowels,msa_reading,msa_listening,other_languages,percent_english,percent_arabic,percent_other,language_switching,family_preference,age,gender,country_of_residence,attention_audio,attention_response,attention_index,final_feedback,completion_code
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:10:18.247Z,19,Trials,55,55_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/55_non-creaky.wav,60.png,155.png,left,60.png,155.png,left,60.png,yes,117,Jabra Over Ears,2026-01-28T07:10:18.247Z,,,,,,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T07:10:19.391Z,,Survey,149,149_creaky.wav,,4.png,,,,,,,,,Galaxy buds pro,2026-01-28T07:10:19.391Z,6,6,5,dialect,5,,,,,,,,,,,,,,,,,,,,,
68d6aebcb40c4b93989642c1,68d6aebcb40c4b93989642c1,2026-01-28T07:10:21.579Z,,Survey,161,161_creaky.wav,,16.png,,,,,,,,,Sony WH-CH520 over-ear headphones,2026-01-28T07:10:21.579Z,7,7,7,dialect,1,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:10:20.567Z,252,Trials,265,265_creaky.wav,https://benebular.github.io/pharylary/data/audio/265_creaky.wav,150.png,55.png,left,150.png,55.png,left,150.png,yes,203,Oraimo free pods 3C,2026-01-28T07:10:20.567Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:10:21.117Z,,AttentionCheck,,,,,,,,,,,,,Oraimo earbuds,2026-01-28T07:10:21.117Z,,,,,,,,,,,,,,,,,,,,,,https://benebular.github.io/pharylary/experiment/audio_check/motley_t_b.wav,Madly,10,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T07:10:18.359Z,,Survey,122,122_non-creaky.wav,,151.png,,,,,,,,,Baseus Bowie E20,2026-01-28T07:10:18.359Z,7,7,3,both,7,,,,,,,,,,,,,,,,,,,,,
68c831e4060bd0ef510259ca,68c831e4060bd0ef510259ca,2026-01-28T07:10:22.060Z,160,Trials,16,16_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/16_non-creaky.wav,16.png,112.png,left,16.png,112.png,left,16.png,yes,824,Havit gamenote H2007U,2026-01-28T07:10:22.060Z,,,,,,,,,,,,,,,,,,,,,,,,,,
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:10:22.592Z,20,Trials,115,115_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/115_non-creaky.wav,143.png,48.png,left,143.png,48.png,left,143.png,yes,308,Jabra Over Ears,2026-01-28T07:10:22.592Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:10:27.126Z,,Survey,286,286_creaky.wav,,180.png,,,,,,,,,linsoul zero 2,2026-01-28T07:10:27.126Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
68e3cfc22688ddaae48dc6c3,68e3cfc22688ddaae48dc6c3,2026-01-28T07:10:26.112Z,,Survey,273,273_creaky.wav,,160.png,,,,,,,,,Wired earbuds,2026-01-28T07:10:26.112Z,7,7,2,both,7,,,,,,,,,,,,,,,,,,,,,
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:10:27.969Z,21,Trials,21,21_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/21_non-creaky.wav,20.png,115.png,left,20.png,115.png,left,20.png,yes,1361,Jabra Over Ears,2026-01-28T07:10:27.969Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T07:10:28.458Z,,Survey,46,46_non-creaky.wav,,48.png,,,,,,,,,Wired over-ear headphones,2026-01-28T07:10:28.458Z,7,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:10:29.170Z,253,Trials,232,232_creaky.wav,https://benebular.github.io/pharylary/data/audio/232_creaky.wav,96.png,1.png,right,1.png,96.png,right,96.png,yes,1200,Oraimo earbuds,2026-01-28T07:10:29.170Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T07:10:28.294Z,,Survey,262,262_creaky.wav,,147.png,,,,,,,,,Baseus Bowie E20,2026-01-28T07:10:28.294Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:10:35.670Z,,Survey,211,211_creaky.wav,,74.png,,,,,,,,,linsoul zero 2,2026-01-28T07:10:35.670Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:10:33.912Z,254,Trials,175,175_creaky.wav,https://benebular.github.io/pharylary/data/audio/175_creaky.wav,30.png,125.png,right,125.png,30.png,right,30.png,yes,672,Oraimo earbuds,2026-01-28T07:10:33.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T07:10:35.411Z,,Survey,107,107_non-creaky.wav,,127.png,,,,,,,,,Wired over-ear headphones,2026-01-28T07:10:35.411Z,7,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
68c831e4060bd0ef510259ca,68c831e4060bd0ef510259ca,2026-01-28T07:10:34.317Z,161,Trials,38,38_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/38_non-creaky.wav,40.png,135.png,right,135.png,40.png,right,40.png,yes,250,Havit gamenote H2007U,2026-01-28T07:10:34.317Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:10:38.343Z,255,Trials,9,9_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/9_non-creaky.wav,9.png,104.png,left,9.png,104.png,left,9.png,yes,473,Oraimo earbuds,2026-01-28T07:10:38.343Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c831e4060bd0ef510259ca,68c831e4060bd0ef510259ca,2026-01-28T07:10:38.813Z,162,Trials,200,200_creaky.wav,https://benebular.github.io/pharylary/data/audio/200_creaky.wav,61.png,156.png,right,156.png,61.png,right,61.png,yes,337,Havit gamenote H2007U,2026-01-28T07:10:38.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d6aebcb40c4b93989642c1,68d6aebcb40c4b93989642c1,2026-01-28T07:10:42.344Z,,Survey,279,279_creaky.wav,,168.png,,,,,,,,,Sony WH-CH520 over-ear headphones,2026-01-28T07:10:42.344Z,7,7,7,both,3,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T07:10:38.427Z,,Survey,267,267_creaky.wav,,152.png,,,,,,,,,Baseus Bowie E20,2026-01-28T07:10:38.427Z,7,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
68c831e4060bd0ef510259ca,68c831e4060bd0ef510259ca,2026-01-28T07:10:42.619Z,163,Trials,95,95_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/95_non-creaky.wav,107.png,12.png,left,107.png,12.png,left,107.png,yes,233,Havit gamenote H2007U,2026-01-28T07:10:42.619Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:10:44.900Z,,Survey,201,201_creaky.wav,,62.png,,,,,,,,,linsoul zero 2,2026-01-28T07:10:44.900Z,7,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:10:43.836Z,,AttentionCheck,,,,,,,,,,,,,Oraimo free pods 3C,2026-01-28T07:10:43.836Z,,,,,,,,,,,,,,,,,,,,,,https://benebular.github.io/pharylary/experiment/audio_check/feign_b.wav,Fane,10,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:10:44.294Z,256,Trials,45,45_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/45_non-creaky.wav,47.png,142.png,right,142.png,47.png,right,47.png,yes,1514,Oraimo earbuds,2026-01-28T07:10:44.294Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T07:10:45.420Z,,Survey,278,278_creaky.wav,,167.png,,,,,,,,,Wired over-ear headphones,2026-01-28T07:10:45.420Z,7,7,7,msa,2,,,,,,,,,,,,,,,,,,,,,
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:10:45.388Z,22,Trials,161,161_creaky.wav,https://benebular.github.io/pharylary/data/audio/161_creaky.wav,16.png,112.png,right,112.png,16.png,right,16.png,yes,1872,Jabra Over Ears,2026-01-28T07:10:45.388Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c831e4060bd0ef510259ca,68c831e4060bd0ef510259ca,2026-01-28T07:10:46.742Z,164,Trials,1,1_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/1_non-creaky.wav,1.png,96.png,right,96.png,1.png,right,1.png,yes,265,Havit gamenote H2007U,2026-01-28T07:10:46.742Z,,,,,,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T07:10:49.296Z,,Survey,2,2_non-creaky.wav,,1.png,,,,,,,,,Galaxy buds pro,2026-01-28T07:10:49.296Z,7,7,6,dialect,5,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:10:49.252Z,257,Trials,207,207_creaky.wav,https://benebular.github.io/pharylary/data/audio/207_creaky.wav,69.png,164.png,left,69.png,164.png,left,69.png,yes,362,Oraimo earbuds,2026-01-28T07:10:49.252Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:10:49.275Z,253,Trials,257,257_creaky.wav,https://benebular.github.io/pharylary/data/audio/257_creaky.wav,141.png,46.png,right,46.png,141.png,right,141.png,yes,457,Oraimo free pods 3C,2026-01-28T07:10:49.275Z,,,,,,,,,,,,,,,,,,,,,,,,,,
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:10:49.833Z,23,Trials,254,254_creaky.wav,https://benebular.github.io/pharylary/data/audio/254_creaky.wav,135.png,40.png,left,135.png,40.png,left,135.png,yes,276,Jabra Over Ears,2026-01-28T07:10:49.833Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T07:10:51.384Z,,Survey,232,232_creaky.wav,,96.png,,,,,,,,,Baseus Bowie E20,2026-01-28T07:10:51.384Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:10:54.382Z,258,Trials,110,110_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/110_non-creaky.wav,135.png,40.png,right,40.png,135.png,right,135.png,yes,1286,Oraimo earbuds,2026-01-28T07:10:54.382Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:10:55.337Z,254,Trials,93,93_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/93_non-creaky.wav,104.png,9.png,left,104.png,9.png,left,104.png,yes,793,Oraimo free pods 3C,2026-01-28T07:10:55.337Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c831e4060bd0ef510259ca,68c831e4060bd0ef510259ca,2026-01-28T07:10:53.356Z,165,Trials,119,119_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/119_non-creaky.wav,148.png,53.png,left,148.png,53.png,left,148.png,yes,870,Havit gamenote H2007U,2026-01-28T07:10:53.356Z,,,,,,,,,,,,,,,,,,,,,,,,,,
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:10:55.831Z,24,Trials,263,263_creaky.wav,https://benebular.github.io/pharylary/data/audio/263_creaky.wav,148.png,53.png,left,148.png,53.png,left,148.png,yes,1472,Jabra Over Ears,2026-01-28T07:10:55.831Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T07:10:55.979Z,,Survey,103,103_non-creaky.wav,,120.png,,,,,,,,,Wired over-ear headphones,2026-01-28T07:10:55.979Z,7,7,3,msa,7,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:10:58.206Z,,Survey,51,51_non-creaky.wav,,54.png,,,,,,,,,linsoul zero 2,2026-01-28T07:10:58.206Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
68e3cfc22688ddaae48dc6c3,68e3cfc22688ddaae48dc6c3,2026-01-28T07:10:58.126Z,,Survey,170,170_creaky.wav,,26.png,,,,,,,,,Wired earbuds,2026-01-28T07:10:58.126Z,4,6,5,msa,5,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:10:59.396Z,259,Trials,74,74_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/74_non-creaky.wav,82.png,177.png,left,82.png,177.png,left,82.png,yes,660,Oraimo earbuds,2026-01-28T07:10:59.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:11:00.273Z,25,Trials,83,83_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/83_non-creaky.wav,83.png,178.png,left,83.png,178.png,left,83.png,yes,628,Jabra Over Ears,2026-01-28T07:11:00.273Z,,,,,,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T07:11:02.402Z,,Survey,281,281_creaky.wav,,175.png,,,,,,,,,Galaxy buds pro,2026-01-28T07:11:02.402Z,7,7,6,both,5,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:11:02.020Z,255,Trials,239,239_creaky.wav,https://benebular.github.io/pharylary/data/audio/239_creaky.wav,107.png,12.png,left,107.png,12.png,left,107.png,yes,266,Oraimo free pods 3C,2026-01-28T07:11:02.020Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:11:05.815Z,,Survey,166,166_creaky.wav,,22.png,,,,,,,,,linsoul zero 2,2026-01-28T07:11:05.815Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:11:05.877Z,26,Trials,153,153_creaky.wav,https://benebular.github.io/pharylary/data/audio/153_creaky.wav,9.png,104.png,right,104.png,9.png,right,9.png,yes,1273,Jabra Over Ears,2026-01-28T07:11:05.877Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68e3cfc22688ddaae48dc6c3,68e3cfc22688ddaae48dc6c3,2026-01-28T07:11:06.219Z,,Survey,267,267_creaky.wav,,152.png,,,,,,,,,Wired earbuds,2026-01-28T07:11:06.219Z,7,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
68d6aebcb40c4b93989642c1,68d6aebcb40c4b93989642c1,2026-01-28T07:11:07.360Z,,Survey,84,84_non-creaky.wav,,84.png,,,,,,,,,Sony WH-CH520 over-ear headphones,2026-01-28T07:11:07.360Z,7,7,7,dialect,6,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:11:07.644Z,256,Trials,194,194_creaky.wav,https://benebular.github.io/pharylary/data/audio/194_creaky.wav,53.png,148.png,left,53.png,148.png,right,148.png,no,86,Oraimo free pods 3C,2026-01-28T07:11:07.644Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T07:11:05.919Z,,Survey,50,50_non-creaky.wav,,53.png,,,,,,,,,Baseus Bowie E20,2026-01-28T07:11:05.919Z,4,4,6,msa,5,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:11:09.187Z,260,Trials,248,248_creaky.wav,https://benebular.github.io/pharylary/data/audio/248_creaky.wav,121.png,26.png,right,26.png,121.png,right,121.png,yes,5951,Oraimo earbuds,2026-01-28T07:11:09.187Z,,,,,,,,,,,,,,,,,,,,,,,,,,
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:11:10.946Z,27,Trials,107,107_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/107_non-creaky.wav,127.png,32.png,left,127.png,32.png,left,127.png,yes,1235,Jabra Over Ears,2026-01-28T07:11:10.946Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c831e4060bd0ef510259ca,68c831e4060bd0ef510259ca,2026-01-28T07:11:11.243Z,166,Trials,28,28_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/28_non-creaky.wav,28.png,123.png,left,28.png,123.png,left,28.png,yes,231,Havit gamenote H2007U,2026-01-28T07:11:11.243Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:11:12.871Z,257,Trials,62,62_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/62_non-creaky.wav,68.png,163.png,right,163.png,68.png,right,68.png,yes,33,Oraimo free pods 3C,2026-01-28T07:11:12.871Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:11:13.745Z,261,Trials,99,99_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/99_non-creaky.wav,115.png,20.png,right,20.png,115.png,right,115.png,yes,429,Oraimo earbuds,2026-01-28T07:11:13.745Z,,,,,,,,,,,,,,,,,,,,,,,,,,
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:11:15.144Z,28,Trials,282,282_creaky.wav,https://benebular.github.io/pharylary/data/audio/282_creaky.wav,176.png,81.png,left,176.png,81.png,right,81.png,no,26,Jabra Over Ears,2026-01-28T07:11:15.144Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:11:18.927Z,,Survey,183,183_creaky.wav,,40.png,,,,,,,,,linsoul zero 2,2026-01-28T07:11:18.927Z,7,7,7,dialect,1,,,,,,,,,,,,,,,,,,,,,
68c831e4060bd0ef510259ca,68c831e4060bd0ef510259ca,2026-01-28T07:11:15.255Z,167,Trials,159,159_creaky.wav,https://benebular.github.io/pharylary/data/audio/159_creaky.wav,14.png,109.png,left,14.png,109.png,left,14.png,yes,312,Havit gamenote H2007U,2026-01-28T07:11:15.255Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:11:17.997Z,262,Trials,81,81_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/81_non-creaky.wav,81.png,176.png,left,81.png,176.png,left,81.png,yes,297,Oraimo earbuds,2026-01-28T07:11:17.997Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c831e4060bd0ef510259ca,68c831e4060bd0ef510259ca,2026-01-28T07:11:18.660Z,168,Trials,25,25_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/25_non-creaky.wav,25.png,120.png,left,25.png,120.png,left,25.png,yes,247,Havit gamenote H2007U,2026-01-28T07:11:18.660Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d6aebcb40c4b93989642c1,68d6aebcb40c4b93989642c1,2026-01-28T07:11:18.810Z,,Survey,76,76_non-creaky.wav,,84.png,,,,,,,,,Sony WH-CH520 over-ear headphones,2026-01-28T07:11:18.810Z,7,7,7,msa,6,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:11:19.661Z,258,Trials,244,244_creaky.wav,https://benebular.github.io/pharylary/data/audio/244_creaky.wav,117.png,22.png,right,22.png,117.png,right,117.png,yes,91,Oraimo free pods 3C,2026-01-28T07:11:19.661Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T07:11:19.568Z,,Survey,161,161_creaky.wav,,16.png,,,,,,,,,Wired over-ear headphones,2026-01-28T07:11:19.568Z,7,7,7,dialect,5,,,,,,,,,,,,,,,,,,,,,
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:11:23.057Z,,AttentionCheck,,,,,,,,,,,,,Jabra Over Ears,2026-01-28T07:11:23.057Z,,,,,,,,,,,,,,,,,,,,,,https://benebular.github.io/pharylary/experiment/audio_check/ron_b.wav,Ron,2,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:11:22.914Z,263,Trials,194,194_creaky.wav,https://benebular.github.io/pharylary/data/audio/194_creaky.wav,53.png,148.png,right,148.png,53.png,right,53.png,yes,193,Oraimo earbuds,2026-01-28T07:11:22.914Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68c03814183fb278ae8ac1c9,68c03814183fb278ae8ac1c9,2026-01-28T07:11:21.678Z,,Survey,80,80_non-creaky.wav,,80.png,,,,,,,,,Baseus Bowie E20,2026-01-28T07:11:21.678Z,7,7,7,dialect,4,,,,,,,,,,,,,,,,,,,,,
68e3cfc22688ddaae48dc6c3,68e3cfc22688ddaae48dc6c3,2026-01-28T07:11:25.775Z,,Survey,96,96_non-creaky.wav,,109.png,,,,,,,,,Wired earbuds,2026-01-28T07:11:25.775Z,7,7,5,both,7,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:11:25.705Z,259,Trials,82,82_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/82_non-creaky.wav,82.png,177.png,left,82.png,177.png,left,82.png,yes,195,Oraimo free pods 3C,2026-01-28T07:11:25.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:11:26.592Z,29,Trials,5,5_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/5_non-creaky.wav,4.png,99.png,right,99.png,4.png,right,4.png,yes,73,Jabra Over Ears,2026-01-28T07:11:26.592Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T07:11:28.121Z,,Survey,245,245_creaky.wav,,118.png,,,,,,,,,Wired over-ear headphones,2026-01-28T07:11:28.121Z,7,7,2,msa,5,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:11:28.842Z,264,Trials,17,17_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/17_non-creaky.wav,16.png,112.png,left,16.png,112.png,left,16.png,yes,1374,Oraimo earbuds,2026-01-28T07:11:28.842Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:11:31.961Z,,Survey,253,253_creaky.wav,,131.png,,,,,,,,,linsoul zero 2,2026-01-28T07:11:31.961Z,7,7,7,msa,7,,,,,,,,,,,,,,,,,,,,,
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:11:31.498Z,30,Trials,286,286_creaky.wav,https://benebular.github.io/pharylary/data/audio/286_creaky.wav,180.png,85.png,right,85.png,180.png,right,180.png,yes,959,Jabra Over Ears,2026-01-28T07:11:31.498Z,,,,,,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T07:11:33.609Z,,Survey,76,76_non-creaky.wav,,84.png,,,,,,,,,Galaxy buds pro,2026-01-28T07:11:33.609Z,6,6,6,msa,5,,,,,,,,,,,,,,,,,,,,,
68d6aebcb40c4b93989642c1,68d6aebcb40c4b93989642c1,2026-01-28T07:11:33.396Z,,Survey,96,96_non-creaky.wav,,109.png,,,,,,,,,Sony WH-CH520 over-ear headphones,2026-01-28T07:11:33.396Z,7,7,7,both,6,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:11:33.784Z,265,Trials,286,286_creaky.wav,https://benebular.github.io/pharylary/data/audio/286_creaky.wav,180.png,85.png,right,85.png,180.png,right,180.png,yes,816,Oraimo earbuds,2026-01-28T07:11:33.784Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68d40473576087257c6dcaf3,68d40473576087257c6dcaf3,2026-01-28T07:11:34.304Z,,Survey,92,92_non-creaky.wav,,101.png,,,,,,,,,Wired over-ear headphones,2026-01-28T07:11:34.304Z,7,7,7,msa,3,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:11:34.917Z,260,Trials,120,120_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/120_non-creaky.wav,149.png,54.png,right,54.png,149.png,right,149.png,yes,1441,Oraimo free pods 3C,2026-01-28T07:11:34.917Z,,,,,,,,,,,,,,,,,,,,,,,,,,
65f04e28869d1e36bcfe9bc2,65f04e28869d1e36bcfe9bc2,2026-01-28T07:11:34.692Z,,Survey,175,175_creaky.wav,,30.png,,,,,,,,,razer kraken,2026-01-28T07:11:34.692Z,1,1,1,dialect,3,,,,,,,,,,,,,,,,,,,,,
6960de0ad3223c83f5fbdf92,6960de0ad3223c83f5fbdf92,2026-01-28T07:11:36.036Z,31,Trials,6,6_non-creaky.wav,https://benebular.github.io/pharylary/data/audio/6_non-creaky.wav,6.png,101.png,right,101.png,6.png,right,6.png,yes,391,Jabra Over Ears,2026-01-28T07:11:36.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:11:43.350Z,,Survey,127,127_non-creaky.wav,,158.png,,,,,,,,,linsoul zero 2,2026-01-28T07:11:43.350Z,7,7,7,both,7,,,,,,,,,,,,,,,,,,,,,
